Temperatura,TDS,Turbidez,PH,Clase,,Condición,Clase
23.5,122.95,11.77,8.71,2,,,
23.5,122.9,11.76,8.71,2,,,
23.56,122.85,11.76,8.71,2,,,
23.56,121.83,11.77,8.71,2,,,
23.56,121.83,11.8,8.71,2,,,
23.56,121.88,11.76,8.71,2,,,
23.56,120.93,10.76,8.71,2,,,
23.56,120.97,11.77,8.71,2,,,
23.56,121.05,11.84,8.71,2,,,
23.5,120.97,11.76,8.71,2,,,
23.5,120.97,11.76,8.71,2,,,
23.5,120.89,11.74,8.71,2,,,
23.5,120.89,11.77,8.71,2,,,
23.5,120.81,11.77,8.71,2,,,
23.5,118.97,11.74,8.71,2,,,
23.5,118.79,11.74,8.71,2,,,
23.5,118.41,11.73,8.7,2,,,
23.5,118.38,11.79,8.71,2,,,
23.56,118.46,11.8,8.7,2,,,
23.56,118.47,12.72,8.7,2,,,
23.5,118.47,11.8,8.7,2,,,
23.5,118.45,11.76,8.7,2,,,
23.5,118.4,11.77,8.7,2,,,
23.56,118.5,11.74,8.71,2,,,
23.56,118.46,11.76,8.71,2,,,
23.56,118.52,11.76,8.71,2,,,
23.56,118.53,11.76,8.71,2,,,
23.5,118.55,10.59,8.7,2,,,
23.56,118.58,11.76,8.7,2,,,
23.5,118.86,11.89,8.71,2,,,
23.56,118.86,11.76,8.71,2,,,
23.5,119.81,11.85,8.7,2,,,
23.56,120.8,11.74,8.7,2,,,
23.5,121.03,11.76,8.71,2,,,
23.5,121.01,11.76,8.71,2,,,
23.56,120.96,11.76,8.71,2,,,
23.56,120.99,11.8,8.71,2,,,
23.5,121.01,11.82,8.71,2,,,
23.5,120.91,11.76,8.71,2,,,
23.5,120.94,11.77,8.71,2,,,
23.5,120.92,11.77,8.71,2,,,
23.5,120.95,11.77,8.71,2,,,
23.5,121.91,11.76,8.71,2,,,
23.5,121.96,11.76,8.71,2,,,
23.56,121.99,10.65,8.71,2,,,
23.5,122.1,11.76,8.71,2,,,
23.56,122.06,11.73,8.71,2,,,
23.5,122.12,11.77,8.71,2,,,
23.5,122.08,11.76,8.71,2,,,
23.5,122.07,11.74,8.71,2,,,
23.5,122.04,11.76,8.71,2,,,
23.5,121.99,11.77,8.71,2,,,
23.5,122.19,11.76,8.7,2,,,
23.5,122.15,11.79,8.71,2,,,
23.5,122.12,11.34,8.71,2,,,
23.5,122.1,11.76,8.71,2,,,
23.5,122.18,11.07,8.7,2,,,
23.5,122.09,12,8.71,2,,,
23.5,122.13,11.79,8.71,2,,,
23.5,121.81,11.77,8.71,2,,,
23.5,121.75,11.79,8.71,2,,,
23.5,120.81,11.76,8.71,2,,,
23.5,119.83,11.8,8.71,2,,,
23.5,119.86,11.56,8.71,2,,,
23.5,119.88,11.8,8.7,2,,,
23.5,120.01,12.47,8.7,2,,,
23.5,119.98,11.8,8.7,2,,,
23.5,121.09,11.77,8.7,2,,,
23.5,121.12,11.76,8.7,2,,,
23.5,121.1,11.76,8.7,2,,,
23.5,121.1,11.76,8.7,2,,,
23.5,121.09,11.76,8.7,2,,,
23.5,120.15,11.76,8.7,2,,,
23.5,120.2,11.77,8.7,2,,,
23.5,120.19,12.31,8.7,2,,,
23.5,120.22,11.76,8.7,2,,,
23.5,120.28,11.77,8.7,2,,,
23.5,120.2,11.79,8.7,2,,,
23.5,120.14,11.76,8.7,2,,,
23.5,120.1,11.77,8.7,2,,,
23.5,120.12,11.74,8.7,2,,,
23.5,120.13,11.77,8.7,2,,,
23.5,119.95,11.8,8.7,2,,,
23.5,119.95,11.76,8.7,2,,,
23.5,119.93,11.79,8.7,2,,,
23.44,120.4,11.79,8.7,2,,,
23.5,120.07,11.79,8.71,2,,,
23.5,120.04,11.76,8.71,2,,,
23.5,119.99,11.73,8.71,2,,,
23.5,120.03,11.79,8.7,2,,,
23.5,120,12.03,8.7,2,,,
23.5,120.02,11.76,8.7,2,,,
23.5,120.12,11.77,8.7,2,,,
23.5,120.06,11.77,8.7,2,,,
23.5,120.09,11.65,8.7,2,,,
23.5,119.95,11.73,8.7,2,,,
23.5,120.75,11.76,8.7,2,,,
23.5,119.64,11.76,8.7,2,,,
23.5,119.77,11.76,8.7,2,,,
23.5,120.53,11.84,8.7,2,,,
23.5,120.56,12.94,8.7,2,,,
23.5,120.24,11.76,8.7,2,,,
23.5,120.3,11.76,8.7,2,,,
23.5,120.22,11.56,8.7,2,,,
23.44,120.21,11.76,8.7,2,,,
23.5,120.14,11.77,8.7,2,,,
23.5,119.68,11.76,8.7,2,,,
23.5,119.75,11.8,8.71,2,,,
23.5,119.77,12.03,8.71,2,,,
23.5,119.78,11.76,8.71,2,,,
23.5,119.77,10.15,8.71,2,,,
23.5,119.78,11.97,8.71,2,,,
23.5,119.79,11.85,8.71,2,,,
23.5,119.35,11.76,8.71,2,,,
23.5,119.41,11.76,8.71,2,,,
23.5,118.91,11.76,8.71,2,,,
23.5,119.2,11.73,8.71,2,,,
23.5,119.25,11.77,8.71,2,,,
23.5,119.23,10.45,8.71,2,,,
23.5,119.2,11.79,8.71,2,,,
23.5,119.27,11.74,8.71,2,,,
23.5,119.26,11.32,8.71,2,,,
23.5,119.19,11.76,8.71,2,,,
23.5,119.2,11.77,8.71,2,,,
23.5,118.72,11.76,8.72,2,,,
23.5,118.76,11.77,8.71,2,,,
23.5,117.95,11.76,8.72,2,,,
23.5,117.9,11.74,8.72,2,,,
23.5,117.75,11.76,8.72,2,,,
23.5,116.97,11.85,8.72,2,,,
23.5,117.02,11.76,8.72,2,,,
23.5,117.36,11.41,8.72,2,,,
23.5,117.3,11.77,8.72,2,,,
23.5,117.33,12.33,8.72,2,,,
23.5,117.38,11.74,8.72,2,,,
23.5,117.41,11.76,8.71,2,,,
23.5,117.95,11.76,8.72,2,,,
23.5,117.91,11.76,8.72,2,,,
23.5,117.89,11.77,8.72,2,,,
23.5,117.87,11.7,8.71,2,,,
23.5,117.91,11.76,8.71,2,,,
23.44,117.73,12.47,8.71,2,,,
23.44,117.71,11.76,8.71,2,,,
23.5,117.8,11.76,8.71,2,,,
23.5,118.65,11.76,8.71,2,,,
23.5,118.66,11.74,8.71,2,,,
23.5,118.62,11.73,8.71,2,,,
23.5,118.62,11.76,8.71,2,,,
23.44,118.59,11.76,8.7,2,,,
23.44,119.59,11.76,8.7,2,,,
23.5,119.61,11.74,8.7,2,,,
23.5,119.62,11.76,8.7,2,,,
23.5,119.59,11.77,8.7,2,,,
23.5,119.65,11.77,8.7,2,,,
23.5,120.08,11.76,8.7,2,,,
23.5,120.02,11.76,8.7,2,,,
23.5,120.02,11.26,8.69,2,,,
23.5,120.05,11.63,8.69,2,,,
23.5,120.11,11.79,8.69,2,,,
23.5,120.11,11.76,8.69,2,,,
23.44,120.06,11.76,8.69,2,,,
23.5,119.55,11.76,8.69,2,,,
23.5,119.33,11.77,8.69,2,,,
23.5,119.31,11.76,8.69,2,,,
23.5,119.22,11.76,8.68,2,,,
23.44,119.23,11.76,8.68,2,,,
23.5,119.11,10.81,8.68,2,,,
23.5,119.4,11.82,8.68,2,,,
23.5,119.4,11.74,8.68,2,,,
23.5,120.52,11.8,8.68,2,,,
23.5,120.46,11.76,8.68,2,,,
23.44,120.62,11.77,8.68,2,,,
23.44,120.5,12.27,8.68,2,,,
23.5,120.97,11.76,8.68,2,,,
23.5,120.11,11.76,8.68,2,,,
23.5,120.03,11.76,8.68,2,,,
23.44,120.03,11.76,8.68,2,,,
23.5,120,11.82,8.68,2,,,
23.5,120.05,11.52,8.68,2,,,
23.5,118.23,11.43,8.68,2,,,
23.5,118.2,11.77,8.68,2,,,
23.5,118.18,11.76,8.68,2,,,
23.44,117.8,11.95,8.68,2,,,
23.5,117.74,11.76,8.68,2,,,
23.44,117.77,11.76,8.68,2,,,
23.5,117.79,10.57,8.69,2,,,
23.5,117.84,11.76,8.69,2,,,
23.44,118.92,11.76,8.69,2,,,
23.5,119.77,11.76,8.69,2,,,
23.44,119.75,11.76,8.69,2,,,
23.44,119.73,11.76,8.69,2,,,
23.5,120.21,11.74,8.7,2,,,
23.44,120.4,11.76,8.7,2,,,
23.5,120.42,11.74,8.7,2,,,
23.44,120.5,11.76,8.7,2,,,
23.5,120.49,11.76,8.7,2,,,
23.5,120.46,11.76,8.7,2,,,
23.5,120.16,12.34,8.7,2,,,
23.5,120.11,11.74,8.7,2,,,
23.5,119.01,11.76,8.7,2,,,
23.5,118.99,11.79,8.7,2,,,
23.5,118.97,11.76,8.7,2,,,
23.5,119.09,12.24,8.7,2,,,
23.5,119.03,11.8,8.7,2,,,
23.5,119.04,11.76,8.7,2,,,
23.44,119.17,11.53,8.7,2,,,
23.44,119.2,11.85,8.7,2,,,
23.44,119.39,11.76,8.71,2,,,
23.44,118.58,11.76,8.7,2,,,
23.44,119.35,11.76,8.7,2,,,
23.5,119.34,12.07,8.7,2,,,
23.44,119.35,11.74,8.7,2,,,
23.44,119.67,12.68,8.7,2,,,
23.44,119.61,11.76,8.7,2,,,
23.44,119.59,11.76,8.7,2,,,
23.44,119.58,11.89,8.71,2,,,
23.44,119.53,11.76,8.71,2,,,
23.5,117.61,11.77,8.7,2,,,
23.5,116.68,11.76,8.7,2,,,
23.5,116.7,11.7,8.7,2,,,
23.44,116.67,11.76,8.7,2,,,
23.44,116.72,11.76,8.7,2,,,
23.44,116.74,11.61,8.7,2,,,
23.44,117.96,11.61,8.7,2,,,
23.44,117.96,11.74,8.7,2,,,
23.44,119.27,11.76,8.7,2,,,
23.5,119.27,11.77,8.7,2,,,
23.44,119.28,11.8,8.7,2,,,
23.5,119.03,11.76,8.7,2,,,
23.44,119.02,11.74,8.7,2,,,
23.44,119.03,11.98,8.69,2,,,
23.5,119.1,11.97,8.69,2,,,
23.44,119.08,11.76,8.69,2,,,
23.5,119.04,10.88,8.69,2,,,
23.5,119,11.74,8.69,2,,,
23.44,118.89,11.74,8.69,2,,,
23.44,118.97,11.77,8.69,2,,,
23.5,118.76,11.77,8.69,2,,,
23.5,119.43,11.76,8.7,2,,,
23.44,119.55,11.76,8.69,2,,,
23.5,119.52,11.74,8.69,2,,,
23.5,119.46,12.68,8.7,2,,,
23.5,119.48,11.77,8.7,2,,,
23.44,119.55,11.79,8.7,2,,,
23.44,119.56,11.76,8.7,2,,,
23.44,119.56,11.76,8.69,2,,,
23.44,119.57,11.76,8.69,2,,,
23.44,120.35,11.8,8.68,2,,,
23.44,120.37,12.72,8.69,2,,,
23.5,120.38,11.76,8.69,2,,,
23.44,120.4,12.94,8.69,2,,,
23.5,119.44,11.79,8.69,2,,,
23.44,119.42,11.79,8.69,2,,,
23.5,118.17,11.76,8.69,2,,,
23.5,118.15,11.74,8.69,2,,,
23.5,116.82,11.76,8.69,2,,,
23.44,116.78,11.76,8.68,2,,,
23.44,116.76,11.76,8.69,2,,,
23.44,117.05,11.76,8.69,2,,,
23.44,117.04,11.77,8.69,2,,,
23.5,117.08,11.76,8.69,2,,,
23.44,116.72,11.82,8.69,2,,,
23.5,116.74,11.76,8.69,2,,,
23.5,116.69,11.77,8.69,2,,,
23.44,116.66,11.76,8.69,2,,,
23.44,116.64,11.73,8.69,2,,,
23.44,117.16,11.76,8.69,2,,,
23.44,117.25,11.76,8.69,2,,,
23.5,117.4,11.04,8.69,2,,,
23.44,117.28,11.84,8.69,2,,,
23.44,117.32,11.72,8.69,2,,,
23.44,117.37,11.89,8.69,2,,,
23.44,117.35,11.76,8.68,2,,,
23.44,117.35,11.76,8.68,2,,,
23.44,118.2,11.76,8.68,2,,,
23.44,118.23,11.79,8.68,2,,,
23.44,118.21,11.74,8.68,2,,,
23.44,118.21,11.76,8.68,2,,,
23.5,118.3,11.79,8.68,2,,,
23.5,118.31,11.72,8.68,2,,,
23.44,118.31,11.74,8.68,2,,,
23.44,119.21,11.76,8.68,2,,,
23.44,119.19,11.76,8.68,2,,,
23.44,119.19,11.76,8.68,2,,,
23.44,119.05,11.84,8.68,2,,,
23.44,119.05,11.76,8.68,2,,,
23.44,119.15,11.76,8.68,2,,,
23.44,119.17,11.76,8.68,2,,,
23.5,119.19,11.76,8.68,2,,,
23.44,119.51,11.04,8.68,2,,,
23.44,119.48,11.76,8.68,2,,,
23.44,119.96,11.79,8.68,2,,,
23.44,120.09,11.76,8.68,2,,,
23.44,120.11,11.76,8.68,2,,,
23.44,119.65,11.77,8.68,2,,,
23.5,119.69,11.76,8.68,2,,,
23.5,119.04,11.76,8.68,2,,,
23.44,118.98,11.76,8.68,2,,,
23.44,118.98,11.8,8.68,2,,,
23.44,118.09,11.79,8.68,2,,,
23.44,118.15,11.79,8.68,2,,,
23.44,118.19,11.76,8.68,2,,,
23.44,117.55,11.77,8.68,2,,,
23.44,117.54,11.76,8.68,2,,,
23.44,116.25,12.91,8.68,2,,,
23.44,116.08,11.76,8.68,2,,,
23.44,116.11,11.79,8.68,2,,,
23.44,116.34,11.74,8.68,2,,,
23.44,116.28,11.76,8.68,2,,,
23.44,116.24,11.76,8.68,2,,,
23.44,115.91,11.76,8.68,2,,,
23.44,115.93,11.76,8.68,2,,,
23.44,115.94,11.51,8.68,2,,,
23.37,115.93,11.76,8.68,2,,,
23.44,116.11,11.55,8.68,2,,,
23.44,116.11,10.56,8.68,2,,,
23.44,116.13,11.76,8.68,2,,,
23.44,116.12,10.41,8.68,2,,,
23.44,116.21,11.79,8.69,2,,,
23.44,116.26,11.76,8.69,2,,,
23.44,117.3,11.76,8.69,2,,,
23.44,117.19,11.76,8.69,2,,,
23.44,117.04,11.76,8.68,2,,,
23.44,117.02,11.76,8.68,2,,,
23.44,117.53,11.74,8.68,2,,,
23.44,117.56,11.73,8.68,2,,,
23.44,117.58,11.76,8.68,2,,,
23.44,118.49,11.77,8.68,2,,,
23.44,118.79,11.76,8.68,2,,,
23.44,119.56,11.76,8.68,2,,,
23.44,119.79,11.76,8.68,2,,,
23.44,119.75,11.76,8.68,2,,,
23.44,120.4,11.77,8.69,2,,,
23.44,120.44,11.76,8.69,2,,,
23.44,120.93,11.95,8.69,2,,,
23.44,121.06,11.72,8.69,2,,,
23.44,121.06,11.7,8.69,2,,,
23.44,121.27,11.74,8.68,2,,,
23.44,121.24,11.79,8.68,2,,,
23.44,121.24,11.76,8.68,2,,,
23.5,123.2,11.77,8.68,2,,,
23.5,123.15,11.74,8.68,2,,,
23.5,123.18,10.43,8.68,2,,,
23.5,123.21,12.15,8.68,2,,,
23.44,123.15,11.76,8.69,2,,,
23.44,123.12,11.77,8.68,2,,,
23.44,123.03,11.79,8.68,2,,,
23.44,121.96,11.76,8.68,2,,,
23.44,122.63,11.76,8.68,2,,,
23.44,122.35,11.77,8.68,2,,,
23.44,121.3,13.27,8.68,2,,,
23.44,121.28,11.76,8.68,2,,,
23.44,121.29,11.44,8.68,2,,,
23.44,121.38,11.74,8.68,2,,,
23.44,121.37,11.74,8.68,2,,,
23.44,121.44,11.79,8.68,2,,,
23.44,121.43,11.8,8.68,2,,,
23.44,120.61,11.77,8.68,2,,,
23.44,120.38,11.76,8.69,2,,,
23.44,120.51,11.07,8.69,2,,,
23.44,120.2,11.76,8.69,2,,,
23.44,120.2,11.76,8.68,2,,,
23.44,120.19,11.76,8.69,2,,,
23.44,120.14,11.72,8.69,2,,,
23.44,120.12,11.77,8.68,2,,,
23.44,120.12,11.76,8.68,2,,,
23.37,119.93,11.77,8.68,2,,,
23.44,119.61,11.77,8.68,2,,,
23.44,119.6,11.76,8.68,2,,,
23.37,119.61,11.76,8.68,2,,,
23.44,117.95,11.74,8.68,2,,,
23.44,118.08,11.77,8.68,2,,,
23.44,118.07,11.68,8.68,2,,,
23.44,118.02,12.24,8.67,2,,,
23.44,116.71,11.77,8.68,2,,,
23.44,116.94,11.76,8.67,2,,,
23.37,116.95,11.77,8.67,2,,,
23.44,118.05,11.74,8.67,2,,,
23.37,117.23,11.76,8.67,2,,,
23.44,117.16,11.72,8.67,2,,,
23.37,117.16,11.38,8.67,2,,,
23.44,117.08,11.76,8.67,2,,,
23.37,117.08,11.74,8.67,2,,,
23.44,116.75,11.7,8.67,2,,,
23.44,116.75,11.77,8.67,2,,,
23.44,116.67,11.76,8.67,2,,,
23.37,117.11,11.76,8.67,2,,,
23.44,117.02,11.76,8.67,2,,,
23.44,116.92,11.67,8.67,2,,,
23.44,116.94,11.74,8.68,2,,,
23.44,116.95,11.74,8.67,2,,,
23.44,116.95,11.67,8.67,2,,,
23.44,116.94,11.76,8.67,2,,,
23.44,116.96,11.77,8.67,2,,,
23.37,117.21,11.73,8.67,2,,,
23.44,117.21,11.76,8.67,2,,,
23.44,117.42,11.77,8.67,2,,,
23.44,117.33,11.76,8.67,2,,,
23.44,117.29,10.5,8.67,2,,,
23.44,117.34,11.8,8.67,2,,,
23.44,117.34,11.76,8.67,2,,,
23.44,118.09,11.76,8.66,2,,,
23.44,118.1,11.77,8.66,2,,,
23.37,117.4,11.76,8.66,2,,,
23.44,119.08,11.8,8.66,2,,,
23.44,118.87,11.74,8.66,2,,,
23.44,120.66,11.76,8.66,2,,,
23.44,120.72,11.73,8.67,2,,,
23.44,120.77,11.77,8.67,2,,,
23.44,120.74,11.76,8.66,2,,,
23.44,120.62,14.02,8.66,2,,,
23.44,120.68,11.76,8.66,2,,,
23.5,120.57,11.76,8.66,2,,,
23.44,120.82,11.76,8.66,2,,,
23.44,120.54,11.76,8.66,2,,,
23.37,120.5,11.76,8.66,2,,,
23.44,120.06,11.76,8.67,2,,,
23.44,120.09,11.76,8.67,2,,,
23.44,120.08,11.76,8.67,2,,,
23.37,120.06,11.76,8.67,2,,,
23.37,120.05,11.76,8.66,2,,,
23.37,120.07,11.76,8.66,2,,,
23.44,120.07,11.74,8.67,2,,,
23.44,120.05,11.74,8.66,2,,,
23.44,119.63,12.91,8.66,2,,,
23.44,119.63,11.8,8.66,2,,,
23.44,119.59,11.76,8.66,2,,,
23.37,119.56,11.74,8.66,2,,,
23.44,119.65,11.73,8.66,2,,,
23.44,119.49,11.68,8.66,2,,,
23.44,119.99,11.76,8.66,2,,,
23.44,119.13,11.76,8.66,2,,,
23.37,119.1,11.74,8.66,2,,,
23.44,119.79,11.8,8.67,2,,,
23.44,119.41,11.79,8.67,2,,,
23.37,119.42,11.76,8.67,2,,,
23.37,117.62,11.76,8.67,2,,,
23.44,117.55,11.77,8.66,2,,,
23.37,117.53,11.76,8.66,2,,,
23.44,117.54,11.76,8.66,2,,,
23.44,118.08,11.76,8.67,2,,,
23.37,118.07,11.76,8.67,2,,,
23.37,118.14,11.76,8.68,2,,,
23.37,118.14,11.76,8.68,2,,,
23.37,118.39,10.93,8.68,2,,,
23.37,118.38,11.76,8.68,2,,,
23.44,118.4,11.74,8.68,2,,,
23.44,118.16,11.74,8.67,2,,,
23.44,118.2,11.76,8.67,2,,,
23.37,116.39,12.28,8.68,2,,,
23.37,117.33,11.79,8.68,2,,,
23.37,117.31,11.79,8.68,2,,,
23.44,117.3,11.63,8.68,2,,,
23.44,117.35,11.76,8.68,2,,,
23.44,117.5,10.8,8.68,2,,,
23.44,117.51,11.76,8.68,2,,,
23.44,117.5,11.76,8.68,2,,,
23.44,117.51,13.14,8.68,2,,,
23.44,117.47,11.76,8.67,2,,,
23.44,117.6,11.77,8.67,2,,,
23.37,114.84,11.74,8.67,2,,,
23.37,114.85,11.76,8.67,2,,,
23.37,114.85,11.76,8.67,2,,,
23.37,114.89,11.68,8.67,2,,,
23.37,114.95,11.77,8.67,2,,,
23.44,114.95,11.76,8.68,2,,,
23.44,114.96,11.76,8.68,2,,,
23.44,114.92,11.76,8.67,2,,,
23.44,114.92,11.76,8.68,2,,,
23.37,114.94,11.74,8.68,2,,,
23.37,116.13,11.74,8.68,2,,,
23.44,116.13,11.76,8.68,2,,,
23.37,116.14,11.76,8.68,2,,,
23.44,116.15,11.73,8.68,2,,,
23.44,116.15,11.76,8.68,2,,,
23.44,116.16,12.42,8.68,2,,,
23.44,116.17,11.76,8.68,2,,,
23.37,115.26,11.74,8.68,2,,,
23.44,114.68,11.76,8.68,2,,,
23.44,116.48,11.76,8.68,2,,,
23.44,115.49,11.79,8.68,2,,,
23.37,115.49,11.73,8.68,2,,,
23.44,115.43,11.89,8.68,2,,,
23.37,115.33,11.76,8.68,2,,,
23.37,115.31,11.76,8.68,2,,,
23.37,116.32,11.77,8.68,2,,,
23.37,116.35,11.76,8.68,2,,,
23.44,117.58,11.76,8.68,2,,,
23.37,117.9,11.73,8.68,2,,,
23.37,117.87,11.74,8.68,2,,,
23.37,120.13,11.72,8.68,2,,,
23.44,120.13,11.76,8.68,2,,,
23.44,120.08,11.63,8.68,2,,,
23.37,120.06,11.74,8.68,2,,,
23.37,120.01,11.74,8.68,2,,,
23.37,119.25,11.76,8.68,2,,,
23.44,119.38,11.76,8.68,2,,,
23.37,119.39,11.76,8.68,2,,,
23.37,119.43,11.74,8.68,2,,,
23.37,119.41,11.76,8.68,2,,,
23.37,117.81,11.77,8.68,2,,,
23.37,117.81,11.74,8.68,2,,,
23.37,117.83,11.74,8.68,2,,,
23.37,117.82,11.76,8.68,2,,,
23.37,117.84,11.76,8.68,2,,,
23.37,116.76,11.76,8.68,2,,,
23.37,116.78,11.76,8.68,2,,,
23.37,117.87,11.76,8.68,2,,,
23.37,118.31,11.76,8.68,2,,,
23.44,118.35,11.74,8.68,2,,,
23.44,118.39,11.04,8.68,2,,,
23.44,118.39,11.76,8.68,2,,,
23.44,118.48,11.8,8.68,2,,,
23.37,118.54,11.76,8.68,2,,,
23.37,119.14,11.72,8.68,2,,,
23.37,118.13,11.76,8.68,2,,,
23.37,118.01,11.68,8.68,2,,,
23.37,116.87,11.76,8.68,2,,,
23.37,116.56,11.76,8.68,2,,,
23.37,116.56,11.74,8.68,2,,,
23.37,116.61,11.56,8.68,2,,,
23.37,116.61,10.8,8.68,2,,,
23.44,116.66,11.65,8.67,2,,,
23.37,116.64,11.49,8.67,2,,,
23.37,116.63,11.74,8.68,2,,,
23.37,117.32,11.76,8.68,2,,,
23.37,117.2,11.74,8.67,2,,,
23.37,117.21,11.72,8.67,2,,,
23.37,117.17,11.76,8.67,2,,,
23.44,117.15,11.76,8.67,2,,,
23.37,117.16,12.82,8.67,2,,,
23.44,117.2,12.96,8.67,2,,,
23.37,116.19,11.76,8.67,2,,,
23.37,116.17,11.77,8.67,2,,,
23.37,116.37,11.76,8.67,2,,,
23.37,117.44,11.76,8.67,2,,,
23.37,118.76,11.72,8.67,2,,,
23.44,118.75,11.76,8.67,2,,,
23.37,118.82,11.76,8.67,2,,,
23.37,118.8,11.76,8.67,2,,,
23.37,118.8,11.74,8.67,2,,,
23.37,118.87,11.74,8.66,2,,,
23.37,118.84,11.76,8.66,2,,,
23.37,118.83,11.76,8.66,2,,,
23.37,117.2,11.76,8.66,2,,,
23.37,117.29,11.59,8.66,2,,,
23.37,117.34,11.63,8.66,2,,,
23.37,117.23,11.73,8.66,2,,,
23.37,117.25,11.67,8.66,2,,,
23.37,117.28,10.43,8.66,2,,,
23.37,117.23,11.74,8.66,2,,,
23.37,116.91,11.76,8.66,2,,,
23.37,116.91,11.76,8.65,2,,,
23.37,116.93,11.74,8.66,2,,,
23.37,116.92,11.76,8.66,2,,,
23.37,117.03,11.76,8.65,2,,,
23.37,117.01,11.76,8.65,2,,,
23.37,117.02,11.76,8.65,2,,,
23.37,117.01,11.67,8.65,2,,,
23.37,117.03,11.76,8.66,2,,,
23.37,117.02,11.76,8.66,2,,,
23.37,116.95,11.76,8.66,2,,,
23.37,117.96,11.74,8.66,2,,,
23.37,117.95,11.76,8.66,2,,,
23.37,117.27,10.45,8.66,2,,,
23.37,117.28,11.74,8.66,2,,,
23.31,115.87,11.76,8.66,2,,,
23.37,115.89,11.76,8.66,2,,,
23.37,115.93,11.76,8.66,2,,,
23.31,116.28,11.76,8.66,2,,,
23.31,116.28,11.73,8.66,2,,,
23.37,116.19,11.77,8.67,2,,,
23.37,117.15,11.76,8.67,2,,,
23.37,117.13,11.76,8.67,2,,,
23.37,118.12,11.76,8.67,2,,,
23.37,118.03,10.8,8.67,2,,,
23.37,118.08,11.8,8.67,2,,,
23.37,118.08,11.76,8.67,2,,,
23.31,118.06,11.76,8.67,2,,,
23.37,117.45,11.76,8.67,2,,,
23.37,117.45,11.76,8.68,2,,,
23.37,117.76,11.76,8.68,2,,,
23.37,117.73,11.76,8.68,2,,,
23.37,117.73,11.76,8.68,2,,,
23.37,117.69,10.32,8.68,2,,,
23.37,117.7,11.76,8.68,2,,,
23.37,117.71,11.76,8.68,2,,,
23.37,117.22,12.54,8.68,2,,,
23.37,117.23,11.74,8.68,2,,,
23.37,117.54,11.82,8.69,2,,,
23.37,117.55,11.82,8.68,2,,,
23.37,117.58,11.76,8.69,2,,,
23.37,117.54,11.26,8.69,2,,,
23.37,117.56,11.76,8.69,2,,,
23.37,118.04,11.76,8.69,2,,,
23.37,118.04,11.72,8.69,2,,,
23.37,118.09,11.73,8.69,2,,,
23.37,118.12,11.76,8.69,2,,,
23.37,118.11,11.76,8.69,2,,,
23.37,117.76,11.74,8.69,2,,,
23.37,116.9,11.76,8.69,2,,,
23.37,116.92,11.76,8.69,2,,,
23.31,115.95,11.72,8.69,2,,,
23.37,116.11,11.73,8.69,2,,,
23.37,116.15,11.76,8.69,2,,,
23.37,116.15,11.76,8.69,2,,,
23.37,116.04,11.77,8.7,2,,,
23.37,116.04,10.24,8.7,2,,,
23.31,116.04,11.76,8.7,2,,,
23.37,117.51,11.55,8.7,2,,,
23.37,117.5,11.74,8.7,2,,,
23.37,117.5,11.76,8.7,2,,,
23.37,117.48,11.59,8.7,2,,,
23.37,117.48,11.8,8.7,2,,,
23.37,117.54,11.77,8.7,2,,,
23.37,117.51,11.52,8.7,2,,,
23.37,117.5,11.76,8.7,2,,,
23.31,117.96,11.73,8.7,2,,,
23.31,117.48,11.72,8.7,2,,,
23.37,117.17,11.76,8.69,2,,,
23.31,117.16,11.74,8.69,2,,,
23.31,117.12,11.72,8.69,2,,,
23.31,117.14,11.53,8.69,2,,,
23.31,117.13,11.65,8.69,2,,,
23.37,117.13,11.76,8.69,2,,,
23.37,117.12,11.72,8.69,2,,,
23.37,117.05,11.76,8.69,2,,,
23.31,116.2,11.76,8.7,2,,,
23.37,116.2,11.76,8.69,2,,,
23.37,116.2,11.7,8.69,2,,,
23.37,117.19,11.72,8.69,2,,,
23.37,117.19,11.72,8.69,2,,,
23.37,117.21,11.76,8.69,2,,,
23.37,116.91,11.77,8.69,2,,,
23.37,116.91,11.74,8.69,2,,,
23.37,117.55,11.73,8.69,2,,,
23.31,117.67,11.77,8.69,2,,,
23.31,118.04,11.76,8.68,2,,,
23.37,118.03,11.74,8.69,2,,,
23.31,117.13,11.73,8.69,2,,,
23.31,117.09,11.76,8.69,2,,,
23.37,117.1,11.74,8.69,2,,,
23.31,117.22,11.76,8.69,2,,,
23.31,117.22,11.35,8.69,2,,,
23.37,117.21,11.74,8.69,2,,,
23.37,117.16,11.76,8.69,2,,,
23.37,117.16,11.76,8.69,2,,,
23.31,117.19,11.73,8.69,2,,,
23.31,116.62,11.76,8.68,2,,,
23.37,116.63,11.76,8.69,2,,,
23.37,116.6,11.23,8.69,2,,,
23.37,116.63,11.79,8.69,2,,,
23.31,116.64,11.76,8.69,2,,,
23.37,116.65,12.24,8.69,2,,,
23.31,116.63,11.76,8.68,2,,,
23.31,116.58,11.7,8.68,2,,,
23.37,116.64,11.76,8.68,2,,,
23.31,117.44,11.74,8.68,2,,,
23.31,117.4,11.68,8.68,2,,,
23.37,117.39,11.76,8.68,2,,,
23.37,117.66,11.07,8.68,2,,,
23.37,117.73,11.76,8.67,2,,,
23.37,117.74,11.76,8.67,2,,,
23.31,117.91,11.76,8.67,2,,,
23.31,117.91,11.76,8.68,2,,,
